Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Orders by Year,Orders by Month,Orders by Day,Profitability,Original Price,Orginal Price per product,Sales without discount,Sales without Discount,Discount percentage for one product,Price per product after Discount,Loss per product after discount,Total Loss after Quantity discount
1896,CA-2015-109197,31-12-2015,04-01-2016,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Missoula,Montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,0.3125,2015,12,31,0.3125,609.98,304.99,390.3872,609.98,0.1,243.992,60.998,121.996
1897,CA-2017-141789,03-10-2017,06-10-2017,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706,0.47,2017,10,3,0.47,1793.98,896.99,1793.98,1793.98,0,896.99,0,0
1898,CA-2014-169775,29-08-2014,02-09-2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054,0.3625,2014,8,29,0.3625,37.26,18.63,23.8464,37.26,0.1,14.904,3.726,7.452
1899,CA-2014-169775,29-08-2014,02-09-2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784,-0.666666667,2014,8,29,-0.666666667,1683.92,420.98,151.5528,1683.92,0.175,126.294,294.686,1178.744
1900,CA-2014-169775,29-08-2014,02-09-2014,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,-0.636363636,2014,8,29,-0.636363636,316.47,105.49,95.732175,316.47,0.15,58.0195,47.4705,142.4115
1901,CA-2016-140543,29-06-2016,03-07-2016,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0,19.188,0.1,2016,6,29,0.1,191.88,31.98,191.88,191.88,0,31.98,0,0
1902,CA-2016-151141,20-08-2016,23-08-2016,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0,3.9906,0.27,2016,8,20,0.27,14.78,7.39,14.78,14.78,0,7.39,0,0
1903,CA-2017-167094,21-10-2017,22-10-2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,0.35,2017,10,21,0.35,6.48,6.48,4.1472,6.48,0.2,5.184,1.296,1.296
1904,CA-2017-167094,21-10-2017,22-10-2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848,0.1,2017,10,21,0.1,598.1,299.05,382.784,598.1,0.1,239.24,59.81,119.62
1905,CA-2017-167094,21-10-2017,22-10-2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745,0.2375,2017,10,21,0.2375,35.5,17.75,22.72,35.5,0.1,14.2,3.55,7.1
1906,CA-2017-154410,21-10-2017,24-10-2017,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0,9.0912,0.01,2017,10,21,0.01,909.12,113.64,909.12,909.12,0,113.64,0,0
1907,US-2016-150567,17-05-2016,21-05-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,-0.733333333,2016,5,17,-0.733333333,9.84,4.92,0.8856,9.84,0.35,1.476,3.444,6.888
1908,US-2016-150567,17-05-2016,21-05-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144,-0.8,2016,5,17,-0.8,90.06,15.01,8.1054,90.06,0.116666667,4.503,10.507,63.042
1909,CA-2015-157959,03-02-2015,04-02-2015,First Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0,41.076,0.3,2015,2,3,0.3,136.92,34.23,136.92,136.92,0,34.23,0,0
1910,CA-2017-105886,18-12-2017,23-12-2017,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0,8.532,0.45,2017,12,18,0.45,18.96,9.48,18.96,18.96,0,9.48,0,0
1911,CA-2016-105963,15-11-2016,22-11-2016,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499,0.41,2016,11,15,0.41,99.39,33.13,99.39,99.39,0,33.13,0,0
1912,CA-2017-121503,03-07-2017,06-07-2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,0.3375,2017,7,3,0.3375,342.37,48.91,219.1168,342.37,0.028571429,39.128,9.782,68.474
1913,CA-2017-121503,03-07-2017,06-07-2017,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,0.083333333,2017,7,3,0.083333333,995.22,331.74,358.2792,995.22,0.133333333,199.044,132.696,398.088
1914,CA-2014-103366,15-01-2014,17-01-2014,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0,65.978,0.44,2014,1,15,0.44,149.95,29.99,149.95,149.95,0,29.99,0,0
1915,CA-2017-124597,30-04-2017,05-05-2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,0.3625,2017,4,30,0.3625,5.76,2.88,3.6864,5.76,0.1,2.304,0.576,1.152
1916,CA-2017-124597,30-04-2017,05-05-2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525,0.3125,2017,4,30,0.3125,19.41,6.47,12.4224,19.41,0.066666667,5.176,1.294,3.882
1917,CA-2017-124597,30-04-2017,05-05-2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844,0.325,2017,4,30,0.325,14.94,4.98,9.5616,14.94,0.066666667,3.984,0.996,2.988
1918,CA-2015-105634,08-11-2015,14-11-2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0,3.3785,0.29,2015,11,8,0.29,11.65,2.33,11.65,11.65,0,2.33,0,0
1919,CA-2015-123673,30-10-2015,01-11-2015,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0,74.975,0.25,2015,10,30,0.25,299.9,149.95,299.9,299.9,0,149.95,0,0
1920,US-2017-111423,17-08-2017,19-08-2017,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,0.3375,2017,8,17,0.3375,1119.9,223.98,716.736,1119.9,0.04,179.184,44.796,223.98
1921,US-2017-111423,17-08-2017,19-08-2017,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524,0.211111111,2017,8,17,0.211111111,513.96,256.98,416.3076,513.96,0.05,231.282,25.698,51.396
1922,CA-2015-125178,03-10-2015,09-10-2015,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,0.1,2015,10,3,0.1,18.76,9.38,12.0064,18.76,0.1,7.504,1.876,3.752
1923,CA-2016-156685,08-07-2016,10-07-2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,0.125,2016,7,8,0.125,1079.55,119.95,690.912,1079.55,0.022222222,95.96,23.99,215.91
1924,CA-2016-156685,08-07-2016,10-07-2016,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,0.075,2016,7,8,0.075,59.52,19.84,38.0928,59.52,0.066666667,15.872,3.968,11.904
1925,CA-2017-126865,05-12-2017,07-12-2017,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0,41.823,0.45,2017,12,5,0.45,92.94,30.98,92.94,92.94,0,30.98,0,0
1926,CA-2017-102834,09-03-2017,13-03-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0,69.993,0.35,2017,3,9,0.35,199.98,99.99,199.98,199.98,0,99.99,0,0
1927,US-2016-139710,09-06-2016,15-06-2016,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,0.1125,2016,6,9,0.1125,221.85,73.95,141.984,221.85,0.066666667,59.16,14.79,44.37
1928,CA-2017-121538,28-11-2017,01-12-2017,First Class,RH-19495,Rick Hansen,Consumer,United States,Denver,Colorado,80219,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,0.35,2017,11,28,0.35,110.96,55.48,71.0144,110.96,0.1,44.384,11.096,22.192
1929,US-2017-101539,16-03-2017,18-03-2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0,3.1104,0.48,2017,3,16,0.48,6.48,6.48,6.48,6.48,0,6.48,0,0
1930,US-2017-101539,16-03-2017,18-03-2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,0,1.8604,0.04,2017,3,16,0.04,46.51,46.51,46.51,46.51,0,46.51,0,0
1931,US-2017-101539,16-03-2017,18-03-2017,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,0.075,2017,3,16,0.075,824.97,274.99,527.9808,824.97,0.066666667,219.992,54.998,164.994
1932,CA-2016-152121,27-11-2016,29-11-2016,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,85254,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,0.0875,2016,11,27,0.0875,339.99,339.99,217.5936,339.99,0.2,271.992,67.998,67.998
1933,CA-2017-161200,06-08-2017,10-08-2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0,23.3184,0.16,2017,8,6,0.16,145.74,48.58,145.74,145.74,0,48.58,0,0
1934,CA-2017-161200,06-08-2017,10-08-2017,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0,7.392,0.48,2017,8,6,0.48,15.4,3.08,15.4,15.4,0,3.08,0,0
1935,CA-2017-101245,27-11-2017,03-12-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,0,114.9385,0.47,2017,11,27,0.47,244.55,48.91,244.55,244.55,0,48.91,0,0
1936,CA-2017-101245,27-11-2017,03-12-2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0,59.8176,0.36,2017,11,27,0.36,166.16,20.77,166.16,166.16,0,20.77,0,0
1937,CA-2015-141768,25-05-2015,27-05-2015,Second Class,NP-18685,Nora Pelletier,Home Office,United States,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0,4.8609,0.33,2015,5,25,0.33,14.73,4.91,14.73,14.73,0,4.91,0,0
1938,CA-2016-112109,08-07-2016,12-07-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,-0.666666667,2016,7,8,-0.666666667,66.56,33.28,5.9904,66.56,0.35,9.984,23.296,46.592
1939,CA-2016-112109,08-07-2016,12-07-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,-0.0375,2016,7,8,-0.0375,41.86,5.98,26.7904,41.86,0.028571429,4.784,1.196,8.372
1940,CA-2016-112109,08-07-2016,12-07-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,-0.7,2016,7,8,-0.7,29.12,7.28,2.6208,29.12,0.175,2.184,5.096,20.384
1941,CA-2016-112109,08-07-2016,12-07-2016,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,0.1125,2016,7,8,0.1125,828.6,276.2,530.304,828.6,0.066666667,220.96,55.24,165.72
1942,CA-2017-144064,29-08-2017,01-09-2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,0.375,2017,8,29,0.375,59.2,14.8,37.888,59.2,0.05,11.84,2.96,11.84
1943,CA-2017-144064,29-08-2017,01-09-2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,0.0875,2017,8,29,0.0875,34.3,17.15,21.952,34.3,0.1,13.72,3.43,6.86
1944,CA-2017-144064,29-08-2017,01-09-2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184,-1.6,2017,8,29,-1.6,16.2,1.8,0.648,16.2,0.088888889,0.36,1.44,12.96
1945,CA-2016-108581,20-06-2016,26-06-2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,0.275,2016,6,20,0.275,119.96,29.99,76.7744,119.96,0.05,23.992,5.998,23.992
1946,CA-2016-108581,20-06-2016,26-06-2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,0.35,2016,6,20,0.35,12.96,6.48,8.2944,12.96,0.1,5.184,1.296,2.592
1947,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0,6.468,0.28,2017,9,2,0.28,23.1,11.55,23.1,23.1,0,11.55,0,0
1948,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0,3.462,0.3,2017,9,2,0.3,11.54,5.77,11.54,11.54,0,5.77,0,0
1949,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,-0.366666667,2017,9,2,-0.366666667,424.21,424.21,152.7156,424.21,0.4,254.526,169.684,169.684
1950,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0,3.7642,0.29,2017,9,2,0.29,12.98,12.98,12.98,12.98,0,12.98,0,0
1951,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208,0.3375,2017,9,2,0.3375,33.04,4.13,21.1456,33.04,0.025,3.304,0.826,6.608
1952,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.4113,0.29,2017,9,2,0.29,197.97,65.99,197.97,197.97,0,65.99,0,0
1953,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072,0.48,2017,9,2,0.48,18.9,3.15,18.9,18.9,0,3.15,0,0
1954,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735,0.166666667,2017,9,2,0.166666667,1424.9,284.98,1154.169,1424.9,0.02,256.482,28.498,142.49
1955,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0,2.214,0.45,2017,9,2,0.45,4.92,1.64,4.92,4.92,0,1.64,0,0
1956,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,0,38.08,0.16,2017,9,2,0.16,238,119,238,238,0,119,0,0
1957,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.3128,0.24,2017,9,2,0.24,167.97,55.99,167.97,167.97,0,55.99,0,0
1958,CA-2017-157987,02-09-2017,06-09-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0,7.704,0.45,2017,9,2,0.45,17.12,4.28,17.12,17.12,0,4.28,0,0
1959,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,0,7.776,0.48,2017,9,10,0.48,16.2,5.4,16.2,16.2,0,5.4,0,0
1960,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0,14.6157,0.43,2017,9,10,0.43,33.99,11.33,33.99,33.99,0,11.33,0,0
1961,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0,53.433,0.18,2017,9,10,0.18,296.85,59.37,296.85,296.85,0,59.37,0,0
1962,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0,6.768,0.06,2017,9,10,0.06,112.8,18.8,112.8,112.8,0,18.8,0,0
1963,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0,6.5808,0.48,2017,9,10,0.48,13.71,4.57,13.71,13.71,0,4.57,0,0
1964,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,0,11.703,0.47,2017,9,10,0.47,24.9,4.98,24.9,24.9,0,4.98,0,0
1965,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0,17.1774,0.06,2017,9,10,0.06,286.29,95.43,286.29,286.29,0,95.43,0,0
1966,CA-2017-110905,10-09-2017,15-09-2017,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0,7.254,0.3,2017,9,10,0.3,24.18,12.09,24.18,24.18,0,12.09,0,0
1967,CA-2017-165841,21-12-2017,28-12-2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0,78.9516,0.28,2017,12,21,0.28,281.97,93.99,281.97,281.97,0,93.99,0,0
1968,CA-2017-165841,21-12-2017,28-12-2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0,20.155,0.29,2017,12,21,0.29,69.5,13.9,69.5,69.5,0,13.9,0,0
1969,CA-2017-165841,21-12-2017,28-12-2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,7501,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0,79.8912,0.48,2017,12,21,0.48,166.44,55.48,166.44,166.44,0,55.48,0,0
1970,CA-2017-117485,23-09-2017,29-09-2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,0,102.186,0.35,2017,9,23,0.35,291.96,72.99,291.96,291.96,0,72.99,0,0
1971,CA-2017-140242,06-05-2017,11-05-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408,0.1,2017,5,6,0.1,8.01,2.67,5.1264,8.01,0.066666667,2.136,0.534,1.602
1972,CA-2017-140242,06-05-2017,11-05-2017,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,0.1875,2017,5,6,0.1875,510.93,72.99,326.9952,510.93,0.028571429,58.392,14.598,102.186
1973,CA-2014-148950,14-12-2014,19-12-2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,-1.7,2014,12,14,-1.7,25.52,6.38,1.0208,25.52,0.2,1.276,5.104,20.416
1974,CA-2014-148950,14-12-2014,19-12-2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,0.1625,2014,12,14,0.1625,3.62,1.81,2.3168,3.62,0.1,1.448,0.362,0.724
1975,CA-2014-148950,14-12-2014,19-12-2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885,-0.0625,2014,12,14,-0.0625,43.77,14.59,28.0128,43.77,0.066666667,11.672,2.918,8.754
1976,CA-2014-110408,18-10-2014,20-10-2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0,11.0388,0.04,2014,10,18,0.04,275.97,91.99,275.97,275.97,0,91.99,0,0
